id,eg,election,total_districts,epsilon,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,D_seats,hash
63382,-0.069060691,PRES16,34,0.05,0.175504753,0.203697041,0.205473856,0.206309538,0.212458633,0.213807245,0.234146212,0.23477889,0.235249165,0.256957097,0.25768881,0.257786496,0.257948659,0.259065531,0.264856203,0.34399379,0.346926782,0.352839667,0.354399599,0.36505322,0.408729697,0.44268274,0.458173142,0.460584185,0.461749247,0.47663387,0.515168847,0.540963459,0.558383493,0.68136341,0.797954783,0.826440133,0.826597273,0.913051457,8,63382
116425,-0.12231883,USSEN16,34,0.05,0.26958535,0.272664013,0.290626652,0.293162558,0.310146731,0.337521172,0.340522082,0.350420428,0.355532853,0.35912288,0.366406407,0.371880322,0.390925339,0.4225248,0.427732031,0.438907238,0.442679691,0.444621033,0.453696925,0.460838044,0.491574391,0.496690012,0.5151792,0.522322053,0.539716482,0.588141941,0.606521278,0.644694787,0.654576688,0.697320037,0.756063455,0.781321549,0.832320517,0.947449465,12,116425
149798,-0.116348625,USSEN16,34,0.05,0.264152447,0.282538508,0.287854437,0.315404816,0.318095262,0.324061901,0.332161817,0.342956972,0.363508508,0.364938443,0.381585996,0.400931491,0.412073951,0.413057191,0.417855059,0.428275774,0.434397462,0.451935493,0.45237278,0.460794402,0.470595514,0.470896842,0.509323181,0.534146072,0.55417328,0.565846725,0.568221303,0.632789562,0.641099456,0.724433725,0.787704941,0.83017543,0.833936879,0.925265935,12,149798
133439,-0.085448559,USSEN16,34,0.05,0.270790964,0.275828081,0.278502916,0.302940633,0.318026535,0.329664701,0.338452129,0.342726552,0.352671818,0.363093959,0.366199574,0.374581795,0.386500723,0.402417168,0.423658304,0.451108928,0.453040045,0.458164394,0.468053052,0.471355637,0.478726284,0.500986824,0.505146891,0.512903101,0.534408715,0.541307341,0.566572529,0.705811044,0.74029435,0.744860208,0.745904458,0.80952381,0.813026372,0.928027387,13,133439
5945,-0.010301423,PRES16,34,0.05,0.175696594,0.183136888,0.197134449,0.223669064,0.224682933,0.225915379,0.231020641,0.233746814,0.238087873,0.242928685,0.244021491,0.256242771,0.270738723,0.294020891,0.294711192,0.309816337,0.324986177,0.331818515,0.357552947,0.374078506,0.382238011,0.382369522,0.444018322,0.494599503,0.516464782,0.516518163,0.518290307,0.539661934,0.58170685,0.664117829,0.784863838,0.809575048,0.848246077,0.959542816,10,5945
182931,-0.113698022,USSEN16,34,0.05,0.267754476,0.277181134,0.29536931,0.297993998,0.301478192,0.331062985,0.333099129,0.344790045,0.351267352,0.354838222,0.378550644,0.412360491,0.416302019,0.417221398,0.418411507,0.430572088,0.434018912,0.438541025,0.447582396,0.452815569,0.4728784,0.499983852,0.511964932,0.532053681,0.558095643,0.559210973,0.59327944,0.652935585,0.674300682,0.733725512,0.752308039,0.791695865,0.826793249,0.911689551,12,182931
150395,-0.114248675,USSEN16,34,0.05,0.273583337,0.275819003,0.288169729,0.292443032,0.304953797,0.333999818,0.340430329,0.363220874,0.368324928,0.37101963,0.383377595,0.387284019,0.400316919,0.407572803,0.408160913,0.413447011,0.418114053,0.42995306,0.462763335,0.468352104,0.475194472,0.48384244,0.508163134,0.516921384,0.555600844,0.598922691,0.600518228,0.619990615,0.662973255,0.67696448,0.772959026,0.823910412,0.868269392,0.903156684,12,150395
11448,-0.075104462,PRES16,34,0.05,0.162823529,0.190071083,0.198320999,0.219182728,0.224485485,0.228209885,0.230031815,0.233917977,0.251738304,0.256050884,0.25812068,0.268267511,0.299914511,0.306496327,0.307635571,0.317553217,0.358662079,0.363941647,0.378404944,0.383718836,0.387725602,0.410165737,0.420126914,0.445955954,0.451287841,0.460344109,0.526478989,0.575814455,0.648711944,0.684413612,0.750530649,0.78364451,0.852413547,0.922570339,8,11448
55287,-0.049236294,PRES16,34,0.05,0.171718126,0.191908428,0.198897623,0.203853918,0.220770329,0.22214196,0.2235401,0.226953148,0.234608792,0.240061042,0.250357474,0.257227955,0.290171856,0.294778991,0.304247748,0.343837461,0.344703635,0.354917817,0.354976138,0.362949269,0.38489665,0.426700159,0.430189751,0.468978481,0.484297187,0.546634194,0.547397376,0.559590258,0.563682188,0.745717627,0.774010512,0.78301345,0.845581365,0.905025223,9,55287
151206,-0.114518215,USSEN16,34,0.05,0.270014624,0.283332589,0.28486267,0.286035288,0.336440076,0.338115303,0.338504286,0.358484213,0.360171943,0.372836932,0.376567497,0.377759548,0.389197809,0.403243185,0.414922055,0.422253198,0.438363667,0.441874377,0.46446601,0.464967625,0.47206958,0.491502506,0.511023189,0.53645627,0.53914565,0.5415908,0.558255837,0.604364264,0.735769029,0.752463508,0.812060108,0.849036242,0.850213871,0.853402785,12,151206
34460,-0.1085673,PRES16,34,0.05,0.178760342,0.195724448,0.198818677,0.208235018,0.222597758,0.224009528,0.231404519,0.231910176,0.236843667,0.247310714,0.273555596,0.287445664,0.288590523,0.292312782,0.294508468,0.314538341,0.369380607,0.374530317,0.3750477,0.379846365,0.381317368,0.396266207,0.397579295,0.434702416,0.439025939,0.454189066,0.460511276,0.623675398,0.7454153,0.755920233,0.757349018,0.764514553,0.783848541,0.8856462,7,34460
36962,-0.045441961,PRES16,34,0.05,0.17014801,0.179241004,0.191387073,0.203108903,0.21069491,0.224746783,0.229562945,0.231985821,0.245597979,0.246337666,0.248929019,0.27338276,0.279205232,0.291854922,0.321146711,0.321471341,0.359101468,0.363237281,0.372465303,0.373365119,0.383044115,0.390501202,0.401448767,0.435297704,0.483512489,0.509137848,0.570624109,0.582658666,0.584651333,0.670824891,0.777056119,0.807015846,0.810923922,0.91450788,9,36962
45406,-0.071801209,PRES16,34,0.05,0.175744665,0.192760728,0.199265576,0.206409048,0.206996078,0.215812854,0.219387009,0.23354179,0.240386494,0.251942138,0.263856772,0.271796028,0.283195358,0.286573146,0.288836572,0.292490817,0.33242014,0.332644036,0.357632842,0.357828609,0.408028231,0.415641366,0.453036645,0.47037917,0.474324458,0.498364902,0.529537043,0.58304305,0.623296338,0.639753406,0.775785998,0.778898121,0.875437504,0.913916641,8,45406
68796,-0.072061568,PRES16,34,0.05,0.182298344,0.193897262,0.196731908,0.202624845,0.20432496,0.221901317,0.226320657,0.227433784,0.234680435,0.242031532,0.247079117,0.252530523,0.278254788,0.280120225,0.28761561,0.296064986,0.315170384,0.381216454,0.394711308,0.406440081,0.409175449,0.413194487,0.418582666,0.452865958,0.455262364,0.471556078,0.517169992,0.536109176,0.712993243,0.717745812,0.780559723,0.807300785,0.822195288,0.921575242,8,68796
87458,-0.103481678,PRES16,34,0.05,0.181984286,0.190518831,0.192096539,0.203965783,0.204179589,0.21694706,0.22094403,0.224811902,0.233155534,0.263573107,0.264282079,0.272284695,0.281428045,0.294713694,0.316431077,0.316529562,0.326239341,0.333230555,0.349796831,0.354255563,0.393810358,0.416860337,0.419016992,0.456381084,0.466828904,0.48415573,0.48536531,0.612482418,0.683421912,0.722800978,0.745391286,0.770046493,0.809302491,0.924256349,7,87458
